bid_id	contract_year	version	opt_sup_b0016	opt_sup_b0017	opt_sup_b0018	opt_sup_b0019	opt_sup_b0020	opt_sup_c0016	opt_sup_c0017	opt_sup_c0018	opt_sup_c0019	opt_sup_c0020	opt_sup_d0016	opt_sup_d0017	opt_sup_d0018	opt_sup_d0019	opt_sup_d0020	opt_sup_d0021	opt_sup_e0016	opt_sup_e0017	opt_sup_e0018	opt_sup_e0019	opt_sup_e0020	opt_sup_e0021	opt_sup_f0016	opt_sup_f0017	opt_sup_f0018	opt_sup_f0019	opt_sup_f0020	opt_sup_f0021	opt_sup_f0030	opt_sup_f0031	opt_sup_g0016	opt_sup_g0017	opt_sup_g0018	opt_sup_g0019	opt_sup_g0020	opt_sup_g0021	opt_sup_g0030	opt_sup_g0031	opt_sup_h0016	opt_sup_h0017	opt_sup_h0018	opt_sup_h0019	opt_sup_h0020	opt_sup_h0021	opt_sup_h0030	opt_sup_h0031	opt_sup_i0016	opt_sup_i0017	opt_sup_i0018	opt_sup_i0019	opt_sup_i0020	opt_sup_i0021	opt_sup_i0030	opt_sup_i0031	opt_sup_j0016	opt_sup_j0017	opt_sup_j0018	opt_sup_j0019	opt_sup_j0020	opt_sup_j0021	opt_sup_j0030
H5945_001_0	2018	18	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H5945_002_0	2018	14	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H5945_005_0	2018	12	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H5945_006_0	2018	12	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H5959_001_0	2018	6	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H5959_003_0	2018	6	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H5969_002_0	2018	3	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H5970_001_0	2018	3	1	2	3	4	5	MyOption Enhanced Dental PPO					25.82					25.82	11.31					11.31	14.51	0	0	0	0	14.51	18289.16	12.15226578	5.09					5.09	8467.98	5.626564784	1.1					1.1	13374.99	8.887036545	20.7	0	0	0	0	20.7	40132.13	26.66586711	369.838435					369.838435	1505
H5970_008_0	2018	4	1	2	3	4	5	MyOption Total Dental PPO					29.68					29.68	13.01					13.01	16.67	0	0	0	0	16.67	18289.16	12.15226578	5.85					5.85	8467.98	5.626564784	1.28					1.28	13374.99	8.887036545	23.8	0	0	0	0	23.8	40132.13	26.66586711	53.855908					53.855908	1505
H5970_015_0	2018	3	1	2	3	4	5	MyOption Vision	MyOption Fitness	MyOption Platinum Dental			10.75	22.78	33.02			22.18333333	0	0	16.85			5.616666667	10.75	22.78	16.17	0	0	16.56666667	18289.16	12.15226578	2.79	0	5.68			2.823333333	8467.98	5.626564784	1.76	-7.78	1.25			-1.59	13374.99	8.887036545	15.3	15	23.1	0	0	17.8	40132.13	26.66586711	40.968629	40.968629	40.968629			122.905887	1505
H5970_016_0	2018	2	1	2	3	4	5	MyOption Total Dental PPO					29.68					29.68	13.01					13.01	16.67	0	0	0	0	16.67	18289.16	12.15226578	5.85					5.85	8467.98	5.626564784	1.28					1.28	13374.99	8.887036545	23.8	0	0	0	0	23.8	40132.13	26.66586711	12.587463					12.587463	1505
H5970_017_0	2018	3	1	2	3	4	5	MyOption Vision	MyOption Platinum Dental				10.75	33.02				21.885	0	16.85				8.425	10.75	16.17	0	0	0	13.46	18289.16	12.15226578	2.79	5.68				4.235	8467.98	5.626564784	1.76	1.25				1.505	13374.99	8.887036545	15.3	23.1	0	0	0	19.2	40132.13	26.66586711	46.074864	46.074864				92.149728	1505
H5970_018_0	2018	5	1	2	3	4	5	MyOption Vision	MyOption Platinum Dental				10.75	33.02				21.885	0	16.85				8.425	10.75	16.17	0	0	0	13.46	18289.16	12.15226578	2.79	5.68				4.235	8467.98	5.626564784	1.76	1.25				1.505	13374.99	8.887036545	15.3	23.1	0	0	0	19.2	40132.13	26.66586711	38.831136	38.831136				77.662272	1505
H5970_019_0	2018	3	1	2	3	4	5	MyOption Enhanced Dental PPO					25.82					25.82	11.31					11.31	14.51	0	0	0	0	14.51	18289.16	12.15226578	5.09					5.09	8467.98	5.626564784	1.1					1.1	13374.99	8.887036545	20.7	0	0	0	0	20.7	40132.13	26.66586711	122.272636					122.272636	1505
H5989_002_0	2018	8	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H5991_001_0	2018	3	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H5991_002_0	2018	5	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H5991_003_0	2018	3	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H5991_006_0	2018	3	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H5992_007_0	2018	3	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H5995_001_0	2018	7	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H6154_001_0	2018	7	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H6237_004_0	2018	8	1	2	3	4	5	DVH Option					21.88163245					21.88163245	2.652161325					2.652161325	19.22947113	0	0	0	0	19.22947113	185895.0746	30.64036173	2.1					2.1	27580.04343	4.54591123	-1.32947113					-1.32947113	23098.88197	3.807298824	20	0	0	0	0	20	236574	38.99357178	7170					7170	6067
H6237_005_0	2018	9	1	2	3	4	5	DH Option					46.09481597					46.09481597	23.00740798					23.00740798	23.08740798	0	0	0	0	23.08740798	185895.0746	30.64036173	2.94					2.94	27580.04343	4.54591123	1.972592017					1.972592017	23098.88197	3.807298824	28	0	0	0	0	28	236574	38.99357178	9153					9153	6067
H6306_002_0	2018	5	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H6306_003_0	2018	5	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H6306_005_0	2018	8	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H6306_006_0	2018	5	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H6306_007_0	2018	4	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H6306_010_0	2018	4	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H6328_001_0	2018	5	1	2	3	4	5	Dental Rider	"Combination Rider (Dental, Hearing, and Vision)"				20.03036451	45.75872738				29.45771336	1.860364515	12.88872738				5.901360999	18.17	32.87	0	0	0	23.55635236	371950.15	24.35025532	1.23	1.6				1.365574855	21164.39	1.385557447	0.6	0.53				0.574350703	8715.46	0.570570213	20	35	0	0	0	25.49627792	401830	26.30638298	1532	886				2418	15275
H6328_002_0	2018	4	1	2	3	4	5	Dental Rider	"Combination Rider (Dental, Hearing, and Vision)"				20.03036451	45.75872738				29.43809729	1.860364515	12.88872738				5.892952649	18.17	32.87	0	0	0	23.54514464	371950.15	24.35025532	1.23	1.6				1.365292756	21164.39	1.385557447	0.6	0.53				0.574404073	8715.46	0.570570213	20	35	0	0	0	25.48484147	401830	26.30638298	2741	1580				4321	15275
H6328_003_0	2018	4	1	2	3	4	5	Dental Rider	"Combination Rider (Dental, Hearing, and Vision)"				20.03036451	45.75872738				32.10372803	1.860364515	12.88872738				7.035564919	18.17	32.87	0	0	0	25.06816312	371950.15	24.35025532	1.23	1.6				1.403627235	21164.39	1.385557447	0.6	0.53				0.567151604	8715.46	0.570570213	20	35	0	0	0	27.03894195	401830	26.30638298	4334	3832				8166	15275
H6328_005_0	2018	3	1	2	3	4	5	Dental Rider	"Combination Rider (Dental, Hearing, and Vision)"				20.03036451	45.75872738				29.25093387	1.860364515	12.88872738				5.812725773	18.17	32.87	0	0	0	23.43820809	371950.15	24.35025532	1.23	1.6				1.362601156	21164.39	1.385557447	0.6	0.53				0.574913295	8715.46	0.570570213	20	35	0	0	0	25.37572254	401830	26.30638298	222	124				346	15275
H6348_001_0	2018	2	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H6348_002_0	2018	2	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H6348_003_0	2018	2	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H6351_001_0	2018	4	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H6396_001_0	2018	8	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H6396_002_0	2018	8	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H6396_004_0	2018	8	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H6453_001_0	2018	6	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H6453_002_0	2018	6	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H6453_003_0	2018	6	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H6453_004_0	2018	6	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H6502_001_0	2018	7	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H6526_001_0	2018	4	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H6526_002_0	2018	4	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H6528_006_0	2018	3	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H6550_001_0	2018	2	1	2	3	4	5	Comprehensive Dental Buy-up Package					27.7					27.7	0					0	27.7	0	0	0	0	27.7		0	0.8					0.8		0	0					0	0	0	28.5	0	0	0	0	28.5		0	306					306	
H6622_001_0	2018	3	1	2	3	4	5	MyOption Vision	MyOption Dental Advantage HMO				10.75	41.91				26.33	0	14.5				7.25	10.75	27.41	0	0	0	19.08	361111.4103	17.19168818	2.79	9.61				6.2	112068.9868	5.335348097	1.76	2.08				1.92	73319.81042	3.490588451	15.3	39.1	0	0	0	27.2	546500.2075	26.01762473	1477.938116	1477.938116				2955.876232	21005
H6622_002_0	2018	2	1	2	3	4	5	MyOption Dental Enriched HMO					42.45					42.45	17.38					17.38	25.07	0	0	0	0	25.07	361111.4103	17.19168818	8.8					8.8	112068.9868	5.335348097	1.93					1.93	73319.81042	3.490588451	35.8	0	0	0	0	35.8	546500.2075	26.01762473	675.468457					675.468457	21005
H6622_004_0	2018	2	1	2	3	4	5											0						0	0	0	0	0	0	0	361111.4103	17.19168818						0	112068.9868	5.335348097						0	73319.81042	3.490588451	0	0	0	0	0	0	546500.2075	26.01762473						0	21005
H6622_005_0	2018	2	1	2	3	4	5											0						0	0	0	0	0	0	0	361111.4103	17.19168818						0	112068.9868	5.335348097						0	73319.81042	3.490588451	0	0	0	0	0	0	546500.2075	26.01762473						0	21005
H6622_007_0	2018	2	1	2	3	4	5	MyOption Dental Enriched HMO					35					35	12.22					12.22	22.78	0	0	0	0	22.78	361111.4103	17.19168818	7.99					7.99	112068.9868	5.335348097	1.73					1.73	73319.81042	3.490588451	32.5	0	0	0	0	32.5	546500.2075	26.01762473	617.865156					617.865156	21005
H6622_008_0	2018	3	1	2	3	4	5											0						0	0	0	0	0	0	0	361111.4103	17.19168818						0	112068.9868	5.335348097						0	73319.81042	3.490588451	0	0	0	0	0	0	546500.2075	26.01762473						0	21005
H6622_010_0	2018	2	1	2	3	4	5	MyOption Vision					10.75					10.75	0					0	10.75	0	0	0	0	10.75	361111.4103	17.19168818	2.79					2.79	112068.9868	5.335348097	1.76					1.76	73319.81042	3.490588451	15.3	0	0	0	0	15.3	546500.2075	26.01762473	219.563275					219.563275	21005
H6622_011_0	2018	3	1	2	3	4	5	MyOption Vision	MyOption Fitness	MyOption Dental Advantage HMO			10.75	22.78	28.86			20.79666667	0	0	10.04			3.346666667	10.75	22.78	18.82	0	0	17.45	361111.4103	17.19168818	2.79	0	6.59			3.126666667	112068.9868	5.335348097	1.76	-7.78	1.39			-1.543333333	73319.81042	3.490588451	15.3	15	26.8	0	0	19.03333333	546500.2075	26.01762473	284.258759	284.258759	284.258759			852.776277	21005
H6622_012_0	2018	3	1	2	3	4	5	MyOption Enhanced Dental HMO					23.52					23.52	8.15					8.15	15.37	0	0	0	0	15.37	361111.4103	17.19168818	5.38					5.38	112068.9868	5.335348097	1.15					1.15	73319.81042	3.490588451	21.9	0	0	0	0	21.9	546500.2075	26.01762473	324.979409					324.979409	21005
H6622_013_0	2018	2	1	2	3	4	5	MyOption Vision	MyOption Platinum Dental				10.75	29.71				20.23	0	14.08				7.04	10.75	15.63	0	0	0	13.19	361111.4103	17.19168818	2.79	5.48				4.135	112068.9868	5.335348097	1.76	1.19				1.475	73319.81042	3.490588451	15.3	22.3	0	0	0	18.8	546500.2075	26.01762473	1217.613935	1217.613935				2435.22787	21005
H6622_014_0	2018	3	1	2	3	4	5	MyOption Dental Enriched HMO					30.39					30.39	12.62					12.62	17.77	0	0	0	0	17.77	361111.4103	17.19168818	6.22					6.22	112068.9868	5.335348097	1.31					1.31	73319.81042	3.490588451	25.3	0	0	0	0	25.3	546500.2075	26.01762473	837.296289					837.296289	21005
H6622_015_0	2018	3	1	2	3	4	5											0						0	0	0	0	0	0	0	361111.4103	17.19168818						0	112068.9868	5.335348097						0	73319.81042	3.490588451	0	0	0	0	0	0	546500.2075	26.01762473						0	21005
H6622_016_0	2018	3	1	2	3	4	5	MyOption Vision	MyOption Enhanced Dental HMO				10.75	23.52				17.135	0	8.15				4.075	10.75	15.37	0	0	0	13.06	361111.4103	17.19168818	2.79	5.38				4.085	112068.9868	5.335348097	1.76	1.15				1.455	73319.81042	3.490588451	15.3	21.9	0	0	0	18.6	546500.2075	26.01762473	209.678079	209.678079				419.356158	21005
H6622_017_0	2018	4	1	2	3	4	5											0						0	0	0	0	0	0	0	361111.4103	17.19168818						0	112068.9868	5.335348097						0	73319.81042	3.490588451	0	0	0	0	0	0	546500.2075	26.01762473						0	21005
H6622_018_0	2018	2	1	2	3	4	5											0						0	0	0	0	0	0	0	361111.4103	17.19168818						0	112068.9868	5.335348097						0	73319.81042	3.490588451	0	0	0	0	0	0	546500.2075	26.01762473						0	21005
H6622_019_0	2018	3	1	2	3	4	5	MyOption Dental Enriched HMO					30.39					30.39	12.62					12.62	17.77	0	0	0	0	17.77	361111.4103	17.19168818	6.22					6.22	112068.9868	5.335348097	1.31					1.31	73319.81042	3.490588451	25.3	0	0	0	0	25.3	546500.2075	26.01762473	57.216876					57.216876	21005
H6622_020_0	2018	3	1	2	3	4	5	MyOption Dental Enriched HMO					30.39					30.39	12.62					12.62	17.77	0	0	0	0	17.77	361111.4103	17.19168818	6.22					6.22	112068.9868	5.335348097	1.31					1.31	73319.81042	3.490588451	25.3	0	0	0	0	25.3	546500.2075	26.01762473	30.912716					30.912716	21005
H6622_021_1	2018	3	1	2	3	4	5											0						0	0	0	0	0	0	0	361111.4103	17.19168818						0	112068.9868	5.335348097						0	73319.81042	3.490588451	0	0	0	0	0	0	546500.2075	26.01762473						0	21005
H6622_021_2	2018	3	1	2	3	4	5											0						0	0	0	0	0	0	0	361111.4103	17.19168818						0	112068.9868	5.335348097						0	73319.81042	3.490588451	0	0	0	0	0	0	546500.2075	26.01762473						0	21005
H6622_022_0	2018	2	1	2	3	4	5	MyOption Vision	MyOption Platinum Dental				10.75	29.71				20.23	0	14.08				7.04	10.75	15.63	0	0	0	13.19	361111.4103	17.19168818	2.79	5.48				4.135	112068.9868	5.335348097	1.76	1.19				1.475	73319.81042	3.490588451	15.3	22.3	0	0	0	18.8	546500.2075	26.01762473	215.044242	215.044242				430.088484	21005
H6622_023_0	2018	2	1	2	3	4	5	MyOption Vision	MyOption Dental Enriched HMO				10.75	30.39				20.57	0	12.62				6.31	10.75	17.77	0	0	0	14.26	361111.4103	17.19168818	2.79	6.22				4.505	112068.9868	5.335348097	1.76	1.31				1.535	73319.81042	3.490588451	15.3	25.3	0	0	0	20.3	546500.2075	26.01762473	131.895532	131.895532				263.791064	21005
H6622_024_0	2018	3	1	2	3	4	5											0						0	0	0	0	0	0	0	361111.4103	17.19168818						0	112068.9868	5.335348097						0	73319.81042	3.490588451	0	0	0	0	0	0	546500.2075	26.01762473						0	21005
H6622_025_0	2018	2	1	2	3	4	5	MyOption Dental High PPO					23.82					23.82	9.97					9.97	13.85	0	0	0	0	13.85	361111.4103	17.19168818	4.84					4.84	112068.9868	5.335348097	1.01					1.01	73319.81042	3.490588451	19.7	0	0	0	0	19.7	546500.2075	26.01762473	143.756641					143.756641	21005
H6622_026_0	2018	2	1	2	3	4	5	MyOption Dental High PPO					23.82					23.82	9.97					9.97	13.85	0	0	0	0	13.85	361111.4103	17.19168818	4.84					4.84	112068.9868	5.335348097	1.01					1.01	73319.81042	3.490588451	19.7	0	0	0	0	19.7	546500.2075	26.01762473	358.442715					358.442715	21005
H6622_027_0	2018	3	1	2	3	4	5											0						0	0	0	0	0	0	0	361111.4103	17.19168818						0	112068.9868	5.335348097						0	73319.81042	3.490588451	0	0	0	0	0	0	546500.2075	26.01762473						0	21005
H6622_028_0	2018	2	1	2	3	4	5	MyOption Enhanced Dental HMO					37.09					37.09	14.8					14.8	22.29	0	0	0	0	22.29	361111.4103	17.19168818	7.82					7.82	112068.9868	5.335348097	1.69					1.69	73319.81042	3.490588451	31.8	0	0	0	0	31.8	546500.2075	26.01762473	4482.180812					4482.180812	21005
H6622_029_0	2018	3	1	2	3	4	5	MyOption Enhanced Dental HMO					37.09					37.09	14.8					14.8	22.29	0	0	0	0	22.29	361111.4103	17.19168818	7.82					7.82	112068.9868	5.335348097	1.69					1.69	73319.81042	3.490588451	31.8	0	0	0	0	31.8	546500.2075	26.01762473	813.276577					813.276577	21005
H6622_030_0	2018	3	1	2	3	4	5	MyOption Enhanced Dental HMO					37.09					37.09	14.8					14.8	22.29	0	0	0	0	22.29	361111.4103	17.19168818	7.82					7.82	112068.9868	5.335348097	1.69					1.69	73319.81042	3.490588451	31.8	0	0	0	0	31.8	546500.2075	26.01762473	218.243988					218.243988	21005
H6622_032_0	2018	2	1	2	3	4	5	MyOption Plus					17.18					17.18	3.36					3.36	13.82	0	0	0	0	13.82	361111.4103	17.19168818	4.85					4.85	112068.9868	5.335348097	1.03					1.03	73319.81042	3.490588451	19.7	0	0	0	0	19.7	546500.2075	26.01762473	347.962542					347.962542	21005
H6622_033_0	2018	2	1	2	3	4	5	MyOption Plus					17.18					17.18	3.36					3.36	13.82	0	0	0	0	13.82	361111.4103	17.19168818	4.85					4.85	112068.9868	5.335348097	1.03					1.03	73319.81042	3.490588451	19.7	0	0	0	0	19.7	546500.2075	26.01762473	189.148663					189.148663	21005
H6622_034_0	2018	2	1	2	3	4	5	MyOption Dental Enriched HMO					42.45					42.45	17.38					17.38	25.07	0	0	0	0	25.07	361111.4103	17.19168818	8.8					8.8	112068.9868	5.335348097	1.93					1.93	73319.81042	3.490588451	35.8	0	0	0	0	35.8	546500.2075	26.01762473	237.22218					237.22218	21005
H6622_035_0	2018	2	1	2	3	4	5	MyOption Enhanced Dental HMO					26.49					26.49	8.81					8.81	17.68	0	0	0	0	17.68	361111.4103	17.19168818	6.2					6.2	112068.9868	5.335348097	1.32					1.32	73319.81042	3.490588451	25.2	0	0	0	0	25.2	546500.2075	26.01762473	251.696268					251.696268	21005
H6622_036_0	2018	2	1	2	3	4	5	MyOption Vision	MyOption Enhanced Dental HMO				10.75	26.49				18.62	0	8.81				4.405	10.75	17.68	0	0	0	14.215	361111.4103	17.19168818	2.79	6.2				4.495	112068.9868	5.335348097	1.76	1.32				1.54	73319.81042	3.490588451	15.3	25.2	0	0	0	20.25	546500.2075	26.01762473	200.621632	200.621632				401.243264	21005
H6622_037_0	2018	2	1	2	3	4	5	MyOption Enhanced Dental HMO					26.49					26.49	8.81					8.81	17.68	0	0	0	0	17.68	361111.4103	17.19168818	6.2					6.2	112068.9868	5.335348097	1.32					1.32	73319.81042	3.490588451	25.2	0	0	0	0	25.2	546500.2075	26.01762473	870.130334					870.130334	21005
H6622_038_0	2018	4	1	2	3	4	5											0						0	0	0	0	0	0	0	361111.4103	17.19168818						0	112068.9868	5.335348097						0	73319.81042	3.490588451	0	0	0	0	0	0	546500.2075	26.01762473						0	21005
H6622_039_0	2018	2	1	2	3	4	5	MyOption Vision	MyOption Platinum Dental				10.75	29.81				20.28	0	14.28				7.14	10.75	15.53	0	0	0	13.14	361111.4103	17.19168818	2.79	5.43				4.11	112068.9868	5.335348097	1.76	1.14				1.45	73319.81042	3.490588451	15.3	22.1	0	0	0	18.7	546500.2075	26.01762473	20.519719	20.519719				41.039438	21005
H6622_040_0	2018	2	1	2	3	4	5	MyOption Dental High PPO	MyOption Vision	MyOption Plus			31.58	10.75	20.01			20.78	14.32	0	3.72			6.013333333	17.26	10.75	16.29	0	0	14.76666667	361111.4103	17.19168818	6.05	2.79	5.71			4.85	112068.9868	5.335348097	1.29	1.76	1.2			1.416666667	73319.81042	3.490588451	24.6	15.3	23.2	0	0	21.03333333	546500.2075	26.01762473	29.652773	29.652773	29.652773			88.958319	21005
H6622_041_0	2018	2	1	2	3	4	5											0						0	0	0	0	0	0	0	361111.4103	17.19168818						0	112068.9868	5.335348097						0	73319.81042	3.490588451	0	0	0	0	0	0	546500.2075	26.01762473						0	21005
H6622_042_0	2018	2	1	2	3	4	5											0						0	0	0	0	0	0	0	361111.4103	17.19168818						0	112068.9868	5.335348097						0	73319.81042	3.490588451	0	0	0	0	0	0	546500.2075	26.01762473						0	21005
H6622_043_0	2018	2	1	2	3	4	5	MyOption Vision	MyOption Platinum Dental				10.75	29.81				20.28	0	14.28				7.14	10.75	15.53	0	0	0	13.14	361111.4103	17.19168818	2.79	5.43				4.11	112068.9868	5.335348097	1.76	1.14				1.45	73319.81042	3.490588451	15.3	22.1	0	0	0	18.7	546500.2075	26.01762473	33.092494	33.092494				66.184988	21005
H6622_044_0	2018	2	1	2	3	4	5											0						0	0	0	0	0	0	0	361111.4103	17.19168818						0	112068.9868	5.335348097						0	73319.81042	3.490588451	0	0	0	0	0	0	546500.2075	26.01762473						0	21005
H6622_045_0	2018	2	1	2	3	4	5											0						0	0	0	0	0	0	0	361111.4103	17.19168818						0	112068.9868	5.335348097						0	73319.81042	3.490588451	0	0	0	0	0	0	546500.2075	26.01762473						0	21005
H6622_046_0	2018	2	1	2	3	4	5											0						0	0	0	0	0	0	0	361111.4103	17.19168818						0	112068.9868	5.335348097						0	73319.81042	3.490588451	0	0	0	0	0	0	546500.2075	26.01762473						0	21005
H6622_047_0	2018	2	1	2	3	4	5	MyOption Dental Enriched HMO					25.99					25.99	10.07					10.07	15.92	0	0	0	0	15.92	361111.4103	17.19168818	5.58					5.58	112068.9868	5.335348097	1.2					1.2	73319.81042	3.490588451	22.7	0	0	0	0	22.7	546500.2075	26.01762473	187.879967					187.879967	21005
H6622_048_0	2018	3	1	2	3	4	5											0						0	0	0	0	0	0	0	361111.4103	17.19168818						0	112068.9868	5.335348097						0	73319.81042	3.490588451	0	0	0	0	0	0	546500.2075	26.01762473						0	21005
H6622_049_0	2018	2	1	2	3	4	5											0						0	0	0	0	0	0	0	361111.4103	17.19168818						0	112068.9868	5.335348097						0	73319.81042	3.490588451	0	0	0	0	0	0	546500.2075	26.01762473						0	21005
H6672_001_0	2018	8	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H6672_003_0	2018	9	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H6672_004_0	2018	9	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H6723_001_1	2018	7	1	2	3	4	5	Optional Dental and Vision Rider					28.17					28.17	9.35					9.35	18.82	0	0	0	0	18.82	89603.36284	14.22275601	4.81					4.81	30303	4.81	1.37					1.37	37593.63716	5.967243994	25	0	0	0	0	25	157500	25	1799.101715					1799.101715	6300
